Timestamp,Open Price,High Price,Low Price,Close Price,Volume
2024-09-16 13:00:00,416.4522980733519,416.7877931340431,413.3129990834692,415.285521758032,6572499
2024-09-16 14:16:01,415.22941745965727,419.7983933035831,414.1096863643385,415.8399530915756,5672534
2024-09-16 15:32:31,415.584976651736,418.148365305141,413.7920261966617,418.2704198833311,1819830
2024-09-17 09:30:01,416.8784851312884,417.8272808856695,413.5713878006175,416.3138669172022,6316288
2024-09-17 10:46:02,416.3242667528991,417.459276883523,411.0005971329268,411.6195362446419,7568239
2024-09-17 12:02:03,411.6656973090547,412.1999293637128,402.9711931344698,403.1750111066262,8098563
2024-09-17 13:18:05,403.12856616266254,417.1470815995455,400.5269814866819,406.1073062645434,6275315
2024-09-17 14:34:07,406.062726201611,417.58835397944046,405.9062747906107,408.850549826055,12021807
2024-09-17 15:50:11,408.8685887188053,417.45238345000047,407.27082494083226,411.3004945073182,2370977
2024-09-18 09:30:01,407.7030537495117,414.376020248243,406.7797660221608,413.06502491795686,5594110
2024-09-18 10:46:02,413.1018458027004,417.89568537062365,411.8454219115605,416.66737524671976,12330371
2024-09-18 12:02:03,416.5912298347778,417.8128372519198,414.78175288754426,417.2223607146354,5365847
2024-09-18 13:18:04,417.3173011723174,417.4139285514927,407.4220778606641,413.0182381282427,6476723
2024-09-18 14:34:06,413.0834062109226,417.6092132908997,406.8872205320627,416.1725872643715,7419676
2024-09-18 15:50:20,416.1341880583987,417.72241539634416,412.08528827189286,416.1735556053925,2423806
