Timestamp,Open Price,High Price,Low Price,Close Price,Volume
2024-09-17 14:33:29,416.8872812809787,416.8872812809787,416.8436475366229,416.8436475366229,1108
2024-09-17 14:33:43,417.114125831902,417.114125831902,417.1138289672012,417.1138289672012,197
2024-09-17 14:34:00,416.9731221980429,416.982291263676,416.9731221980429,416.982291263676,1999
2024-09-17 14:37:15,417.22298719855263,417.22298719855263,417.1707572124933,417.1707572124933,201
2024-09-17 14:58:21,414.8789669049676,414.8789669049676,414.8409122920518,414.8409122920518,112
2024-09-17 15:00:53,415.37235470155656,415.37235470155656,415.2992920430067,415.2992920430067,2001
2024-09-17 15:02:19,415.1068655515776,415.1068655515776,415.0807617490174,415.0807617490174,107
2024-09-17 15:08:39,414.4169152323593,414.4169152323593,414.40603164099946,414.40603164099946,1092
2024-09-17 15:08:43,414.3533462501146,414.3533462501146,414.308228578112,414.308228578112,1010
2024-09-17 15:18:27,414.1318704752,414.1956017152949,414.1318704752,414.1956017152949,1010
2024-09-17 15:18:45,414.4984215620397,414.55100949766353,414.4984215620397,414.51224808057367,129
2024-09-17 15:32:05,414.8765165551387,414.8765165551387,414.87600966513065,414.87600966513065,1996
2024-09-17 15:35:04,414.83106346936586,414.83106346936586,414.7600119115834,414.7600119115834,1019
2024-09-17 15:39:43,415.529869652953,415.5717897852248,415.529869652953,415.5717897852248,110
2024-09-17 15:46:10,416.2305981222586,416.3000327375332,416.2305981222586,416.3000327375332,1016
2024-09-17 15:48:34,415.5244762952013,415.54672877596886,415.5244762952013,415.54672877596886,1102
2024-09-17 15:51:37,415.6633903642648,415.6633903642648,415.5989412387786,415.5989412387786,122
2024-09-17 16:09:51,414.65625652638136,414.6929884087044,414.65625652638136,414.6929884087044,1095
2024-09-17 16:15:16,414.87284218245145,414.9666511257148,414.87284218245145,414.9666511257148,1108
2024-09-17 16:20:16,415.8364308475668,415.8364308475668,415.7813131753182,415.7813131753182,2091
2024-09-17 16:20:59,416.0760561053952,416.0760561053952,416.0502228186077,416.0502228186077,2001
2024-09-17 16:22:58,416.6374929007643,416.7278967853984,416.6374929007643,416.7278967853984,200
2024-09-17 16:23:36,416.7949429081352,416.9533551485772,416.7949429081352,416.9533551485772,1116
2024-09-17 16:33:54,417.0019328609407,0,99999999999999999999999999999,416.9434718940087,0
2024-09-18 10:45:00,413.3032270368566,413.3806775591229,413.15458524325777,413.24013312084577,17473
2024-09-18 10:45:02,413.0358050757779,413.1639818751409,413.0358050757779,413.0499729881319,15166
2024-09-18 10:45:04,413.0414906710485,413.0414906710485,412.99226824382896,413.0157603432669,4318
2024-09-18 10:45:06,413.0246439587088,413.0660610340405,413.0189201478887,413.02570351593454,7426
