Timestamp,Open Price,High Price,Low Price,Close Price,Volume
2024-09-17 12:34:01,407.43857484386143,407.43857484386143,407.3408193271208,407.3615249862216,18991
2024-09-17 12:34:03,407.3067293149871,407.4532719995513,407.30516259204666,407.4341196344668,11464
2024-09-17 12:34:05,407.4806890733318,407.5049438063686,407.4798049127373,407.5036682689026,4409
2024-09-17 12:34:07,407.4803151139547,407.5209168240066,407.4601597513169,407.5131119108041,11470
2024-09-17 12:34:09,407.52317546724254,407.5838229375439,407.4855503910313,407.5250907624241,13120
2024-09-17 12:34:11,407.5371579410399,407.54913925326304,407.4669287557202,407.5422171961978,13530
2024-09-17 12:34:13,407.4340130551557,407.4844980836016,407.3947516579025,407.4542994079532,14038
2024-09-17 12:34:15,407.3934108721449,407.4190331629,407.38810666784616,407.4179279855963,5252
2024-09-17 12:34:17,407.39480288883937,407.44916490471286,407.33074079644194,407.34922880413455,8099
2024-09-17 12:34:19,407.4038468885222,407.4333826459748,407.3673698031272,407.3870262715031,11549
2024-09-17 12:34:21,407.3377466373304,407.38829601932014,407.2570371771779,407.2981176987119,13756
2024-09-17 12:34:23,407.29064416765135,407.30074435141137,407.2480486187952,407.2739245818374,20187
2024-09-17 12:34:25,407.2330143657816,407.28319466365593,407.09678766638,407.173064333569,23794
2024-09-17 12:34:27,407.08328221594473,407.128095140112,407.0306644170536,407.0600372393389,10863
2024-09-17 12:34:29,407.0653683854311,407.1304694732953,407.0632857063034,407.110024292064,6477
2024-09-17 12:34:31,407.0805763049504,407.1185804379929,407.0520164806402,407.0848409785675,6717
2024-09-17 12:34:33,407.1614525159509,407.1614525159509,407.0119749566033,407.0806965307447,13547
2024-09-17 12:34:36,407.0998507953693,407.1397128960766,407.0198172238156,407.0702148272969,14211
2024-09-17 12:34:38,407.1165403808954,407.1165403808954,407.01858601088463,407.04743067316576,13735
2024-09-17 12:34:40,407.0792641612309,407.18454507485103,406.9687929115915,407.16693647967736,13219
2024-09-17 12:34:42,407.1007824431734,407.1713013555131,407.098743612688,407.1405860976287,19064
2024-09-17 12:34:44,407.1973120540168,407.2144238977123,407.1614367814772,407.2144238977123,7600
2024-09-17 12:34:46,407.154047378978,407.1859563494697,407.1068812926721,407.133736433935,5653
2024-09-17 12:34:48,407.1162611065932,407.18243330781104,407.1045123166363,407.1360401543658,9779
2024-09-17 12:34:51,407.1486061508852,407.18300117356335,407.0864937034994,407.1085303128917,14373
2024-09-17 12:34:53,407.1661784548179,407.17991982986655,407.0813000765992,407.1041448867873,17230
2024-09-17 12:34:55,407.1343315744801,407.1423743175257,407.1119338567733,407.1142103917202,4314
2024-09-17 12:34:57,407.15389126831167,407.1774544760551,407.11250022027855,407.1627763306319,8304
2024-09-17 12:34:59,407.1249402707778,407.1446223869822,406.9954267800941,407.01070659074514,11076
2024-09-17 12:35:01,406.9929276622669,406.9966834419,406.8616451695645,406.9384185064961,11558
