Timestamp,Open Price,High Price,Low Price,Close Price,Volume
2024-09-17 15:20:00,407.2224127040363,409.8066780380317,407.1578656020865,408.128444452676,11501162
2024-09-18 09:30:00,407.5568542817845,408.4519458382508,406.7521757028678,407.6971710024385,11851946
2024-09-18 10:06:01,407.6998196850617,414.3802400305999,407.5095959968567,413.1453965200558,11869122
2024-09-18 10:42:02,413.2411117993547,416.36496090157647,411.7612330998079,416.2236719768525,11514563
2024-09-18 11:18:03,416.2046586916575,417.89568537062365,415.3339824046562,416.4833082467671,11701085
2024-09-18 11:54:04,416.5094600911888,417.5708789021412,415.1617930858248,415.7710286873922,11958996
2024-09-18 12:30:05,415.715922798603,417.8128372519198,414.7550371485908,415.3850708148452,11256268
2024-09-18 13:06:06,415.5078698354023,417.5098544710439,414.7938586248328,415.0567179245895,11939429
2024-09-18 13:42:07,415.099421490628,415.81972125641664,413.3054011110164,414.2581933849258,11681225
2024-09-18 14:18:08,414.300964552868,414.9005409393343,412.3950750779698,414.2963687366217,11414061
2024-09-18 14:54:09,414.3971300188874,417.2852901637372,412.9835372809762,415.5323299921186,11331210
2024-09-18 15:30:11,415.5214670816314,417.6092132908997,412.7701992346042,415.83384521196496,9642796
2024-09-19 09:30:00,416.15516031151657,419.1009944673374,413.6436438304241,419.0600866709976,11267681
2024-09-19 10:06:02,419.0516617867618,420.7249986421909,417.4737204472887,419.5647311471685,11590704
2024-09-19 10:42:03,419.4736345883292,420.7120270643077,418.187698821941,420.4485159820367,11537129
2024-09-19 11:18:04,420.50339371314857,422.4976870261138,419.8027073272908,421.9402265925888,11584281
2024-09-19 11:54:05,421.962994333089,423.9823757807749,421.3473218625648,422.7929699750497,11381838
2024-09-19 12:30:06,422.7442552246287,425.7883148744691,421.2653795100888,421.2871622953703,11624298
2024-09-19 13:06:07,421.2099097441608,423.49206166895306,420.8984227344821,422.8519658022879,11393634
2024-09-19 13:42:08,422.8353089386305,423.0170413739276,415.6210344976291,418.3305944580703,11375919
2024-09-19 14:18:09,418.27600200082736,420.914353302759,418.2671775798236,420.1795778760524,11733318
2024-09-19 14:54:10,420.21005563611936,421.0300142286447,418.0033178850181,419.2338685254575,11341422
2024-09-19 15:30:13,419.1657630779464,421.55441085236725,417.71794435472447,419.9642210833964,9664468
